district,latitude,longitude,date,year,cases
Sivaganga,9.82810637090627,77.21275160084942,2023-12-08,2023,9
Vellore,8.22596513178947,78.98801287255277,2016-06-27,2016,5
Thanjavur,9.435157103765098,78.98806423544055,2018-09-11,2018,14
Virudhunagar,8.479253000752081,80.0074729531343,2020-05-30,2020,12
Erode,12.22226401305712,80.06453910782892,2017-12-29,2017,10
Madurai,10.184734806512786,77.18063412427139,2023-04-14,2023,10
Chennai,12.978227524916026,79.78258582106868,2021-12-24,2021,15
Thoothukudi,10.745965039564158,79.87680787016569,2023-07-26,2023,13
Tiruvarur,9.364422817745872,79.0479597862676,2022-07-05,2022,13
Krishnagiri,8.952412058033609,79.96754407478385,2022-02-13,2022,17
Mayiladuthurai,12.511186625404672,78.71974466077558,2025-04-13,2025,18
Vellore,8.22596513178947,78.98801287255277,2016-04-09,2016,9
Nagapattinam,8.175088461543824,79.18625315713577,2021-03-07,2021,11
Theni,11.028664171009837,79.84010167865944,2017-10-15,2017,14
Perambalur,11.21215672280004,79.19018115232493,2022-12-18,2022,16
Erode,12.22226401305712,80.06453910782892,2021-05-27,2021,20
Thoothukudi,10.745965039564158,79.87680787016569,2017-08-11,2017,9
Kanchipuram,12.553203369050639,76.91809803087223,2021-02-01,2021,8
Kanyakumari,12.058539062877301,78.7208672049697,2021-05-17,2021,19
Tiruchirappalli,10.494646628898746,79.3199696545924,2018-04-07,2018,11
Tirunelveli,11.364535836693786,78.9978185573482,2020-11-04,2020,16
Nagapattinam,8.175088461543824,79.18625315713577,2025-03-22,2025,12
Dindigul,11.71587791882988,77.4615963417431,2018-04-04,2018,12
Tiruvannamalai,11.975069982513673,80.33873216325708,2013-09-28,2013,9
Ramanathapuram,10.459286774629927,79.98738840538071,2023-02-07,2023,14
Chengalpattu,10.971775155436356,80.06195662124445,2025-04-02,2025,11
Dharmapuri,11.620204042032553,77.98810758995262,2025-10-05,2025,13
Ariyalur,12.305881205692778,76.62231682841326,2018-04-11,2018,17
Tiruvallur,12.884005519149685,79.1581674412871,2023-11-15,2023,14
Kanyakumari,12.058539062877301,78.7208672049697,2019-03-29,2019,13
Tirupathur,9.264329008844909,79.8427404651618,2015-09-08,2015,13
Perambalur,11.21215672280004,79.19018115232493,2023-06-15,2023,10
Thanjavur,9.435157103765098,78.98806423544055,2020-07-03,2020,15
Tiruvallur,12.884005519149685,79.1581674412871,2025-09-28,2025,18
Pudukkottai,13.448163145399755,79.75913900405705,2013-03-08,2013,11
Tiruvarur,9.364422817745872,79.0479597862676,2019-12-01,2019,8
Thanjavur,9.435157103765098,78.98806423544055,2019-02-14,2019,12
Salem,9.25577671285841,76.59582102659637,2019-03-27,2019,13
Dharmapuri,11.620204042032553,77.98810758995262,2017-07-16,2017,17
Ranipet,10.74911792754445,77.95757451518396,2025-03-28,2025,18
Virudhunagar,8.479253000752081,80.0074729531343,2021-04-14,2021,9
Thoothukudi,10.745965039564158,79.87680787016569,2025-11-10,2025,19
Viluppuram,12.485439055348948,78.36255300160714,2025-10-04,2025,16
Pudukkottai,13.448163145399755,79.75913900405705,2014-08-25,2014,11
Dindigul,11.71587791882988,77.4615963417431,2023-07-15,2023,13
Dharmapuri,11.620204042032553,77.98810758995262,2013-01-05,2013,15
Pudukkottai,13.448163145399755,79.75913900405705,2025-05-10,2025,15
Coimbatore,13.19639313368383,78.14988766209166,2025-12-20,2025,10
Ranipet,10.74911792754445,77.95757451518396,2024-01-18,2024,15
Namakkal,11.88168313402467,78.21006029734804,2020-01-21,2020,19
Cuddalore,11.398891248278582,78.96890626302286,2024-02-03,2024,19
Theni,11.028664171009837,79.84010167865944,2020-11-22,2020,9
Virudhunagar,8.479253000752081,80.0074729531343,2024-03-17,2024,17
Tirunelveli,11.364535836693786,78.9978185573482,2017-05-01,2017,7
Tirunelveli,11.364535836693786,78.9978185573482,2025-12-28,2025,21
Salem,9.25577671285841,76.59582102659637,2020-08-19,2020,7
Thoothukudi,10.745965039564158,79.87680787016569,2023-06-22,2023,18
Perambalur,11.21215672280004,79.19018115232493,2016-01-23,2016,12
Krishnagiri,8.952412058033609,79.96754407478385,2010-01-26,2010,12
Chengalpattu,10.971775155436356,80.06195662124445,2023-09-25,2023,10
Tiruppur,11.298769353517763,79.21465589721967,2024-11-21,2024,13
Chennai,12.978227524916026,79.78258582106868,2024-09-01,2024,20
Pudukkottai,13.448163145399755,79.75913900405705,2020-05-22,2020,12
Ariyalur,12.305881205692778,76.62231682841326,2022-09-01,2022,14
Coimbatore,13.19639313368383,78.14988766209166,2021-08-03,2021,15
Sivaganga,9.82810637090627,77.21275160084942,2021-02-02,2021,10
Nagapattinam,8.175088461543824,79.18625315713577,2013-07-17,2013,12
Tiruchirappalli,10.494646628898746,79.3199696545924,2025-01-23,2025,19
Madurai,10.184734806512786,77.18063412427139,2012-04-19,2012,14
Pudukkottai,13.448163145399755,79.75913900405705,2020-03-03,2020,15
Nilgiris,9.741199889019123,79.47675341562179,2021-05-17,2021,8
Tiruppur,11.298769353517763,79.21465589721967,2018-02-19,2018,16
Perambalur,11.21215672280004,79.19018115232493,2019-09-23,2019,11
Coimbatore,13.19639313368383,78.14988766209166,2025-06-27,2025,16
Chengalpattu,10.971775155436356,80.06195662124445,2015-01-24,2015,13
Madurai,10.184734806512786,77.18063412427139,2023-06-29,2023,16
Ranipet,10.74911792754445,77.95757451518396,2023-07-17,2023,11
Namakkal,11.88168313402467,78.21006029734804,2019-11-28,2019,15
Sivaganga,9.82810637090627,77.21275160084942,2024-04-14,2024,19
Nilgiris,9.741199889019123,79.47675341562179,2015-01-21,2015,8
Theni,11.028664171009837,79.84010167865944,2014-05-01,2014,13
Tiruvarur,9.364422817745872,79.0479597862676,2019-07-21,2019,16
Chengalpattu,10.971775155436356,80.06195662124445,2016-05-22,2016,8
Tiruvannamalai,11.975069982513673,80.33873216325708,2016-05-18,2016,15
Tiruchirappalli,10.494646628898746,79.3199696545924,2020-09-10,2020,15
Mayiladuthurai,12.511186625404672,78.71974466077558,2023-04-06,2023,18
Ranipet,10.74911792754445,77.95757451518396,2019-12-10,2019,12
Chengalpattu,10.971775155436356,80.06195662124445,2023-02-08,2023,13
Erode,12.22226401305712,80.06453910782892,2025-02-19,2025,18
Chennai,12.978227524916026,79.78258582106868,2024-11-08,2024,8
Tenkasi,9.415803319809571,77.79460476523921,2020-05-07,2020,16
Thoothukudi,10.745965039564158,79.87680787016569,2015-04-18,2015,13
Krishnagiri,8.952412058033609,79.96754407478385,2025-10-06,2025,18
Chengalpattu,10.971775155436356,80.06195662124445,2023-03-30,2023,18
Vellore,8.22596513178947,78.98801287255277,2022-08-20,2022,16
Dindigul,11.71587791882988,77.4615963417431,2014-10-31,2014,9
Tiruvannamalai,11.975069982513673,80.33873216325708,2023-05-13,2023,16
Virudhunagar,8.479253000752081,80.0074729531343,2021-01-06,2021,10
Sivaganga,9.82810637090627,77.21275160084942,2015-10-09,2015,9
Ramanathapuram,10.459286774629927,79.98738840538071,2024-06-20,2024,10
Perambalur,11.21215672280004,79.19018115232493,2022-07-12,2022,16
Nilgiris,9.741199889019123,79.47675341562179,2019-06-24,2019,16
Tiruvannamalai,11.975069982513673,80.33873216325708,2020-10-12,2020,19
Nagapattinam,8.175088461543824,79.18625315713577,2021-06-10,2021,17
Chengalpattu,10.971775155436356,80.06195662124445,2022-05-01,2022,12
Thoothukudi,10.745965039564158,79.87680787016569,2018-11-09,2018,10
Dindigul,11.71587791882988,77.4615963417431,2021-01-17,2021,16
Perambalur,11.21215672280004,79.19018115232493,2018-10-12,2018,8
Chennai,12.978227524916026,79.78258582106868,2025-03-15,2025,15
Dharmapuri,11.620204042032553,77.98810758995262,2016-12-11,2016,16
Kanchipuram,12.553203369050639,76.91809803087223,2021-07-25,2021,10
Sivaganga,9.82810637090627,77.21275160084942,2020-04-25,2020,12
Kanyakumari,12.058539062877301,78.7208672049697,2024-08-10,2024,18
Cuddalore,11.398891248278582,78.96890626302286,2014-05-04,2014,8
Nilgiris,9.741199889019123,79.47675341562179,2020-06-29,2020,13
Chennai,12.978227524916026,79.78258582106868,2023-08-26,2023,15
Kanchipuram,12.553203369050639,76.91809803087223,2024-06-12,2024,13
Madurai,10.184734806512786,77.18063412427139,2023-09-26,2023,9
Tiruvarur,9.364422817745872,79.0479597862676,2025-01-26,2025,20
Chennai,12.978227524916026,79.78258582106868,2025-11-27,2025,11
Kanchipuram,12.553203369050639,76.91809803087223,2021-10-06,2021,15
Thanjavur,9.435157103765098,78.98806423544055,2022-10-25,2022,10
Virudhunagar,8.479253000752081,80.0074729531343,2023-07-01,2023,9
Viluppuram,12.485439055348948,78.36255300160714,2015-08-08,2015,13
Tiruvarur,9.364422817745872,79.0479597862676,2017-08-25,2017,8
Perambalur,11.21215672280004,79.19018115232493,2025-08-04,2025,13
Cuddalore,11.398891248278582,78.96890626302286,2018-08-17,2018,10
Tiruvannamalai,11.975069982513673,80.33873216325708,2010-01-17,2010,10
Thanjavur,9.435157103765098,78.98806423544055,2018-02-14,2018,7
Vellore,8.22596513178947,78.98801287255277,2020-04-06,2020,19
Kanchipuram,12.553203369050639,76.91809803087223,2024-05-12,2024,13
Mayiladuthurai,12.511186625404672,78.71974466077558,2013-12-09,2013,13
Chengalpattu,10.971775155436356,80.06195662124445,2019-02-28,2019,17
Tirupathur,9.264329008844909,79.8427404651618,2014-06-08,2014,6
Nagapattinam,8.175088461543824,79.18625315713577,2022-06-12,2022,10
Thanjavur,9.435157103765098,78.98806423544055,2022-09-16,2022,15
Kanchipuram,12.553203369050639,76.91809803087223,2025-09-04,2025,18
Namakkal,11.88168313402467,78.21006029734804,2023-08-05,2023,21
Kanchipuram,12.553203369050639,76.91809803087223,2014-03-29,2014,13
Chengalpattu,10.971775155436356,80.06195662124445,2022-10-31,2022,17
Thoothukudi,10.745965039564158,79.87680787016569,2020-08-20,2020,9
Chennai,12.978227524916026,79.78258582106868,2014-05-04,2014,16
Kanchipuram,12.553203369050639,76.91809803087223,2024-11-20,2024,15
Ariyalur,12.305881205692778,76.62231682841326,2015-11-16,2015,14
Mayiladuthurai,12.511186625404672,78.71974466077558,2021-09-22,2021,13
Karur,10.494940950452266,76.74816994691155,2023-08-15,2023,9
Perambalur,11.21215672280004,79.19018115232493,2024-02-19,2024,18
Krishnagiri,8.952412058033609,79.96754407478385,2024-01-08,2024,11
Tirunelveli,11.364535836693786,78.9978185573482,2021-04-09,2021,12
Thanjavur,9.435157103765098,78.98806423544055,2025-09-25,2025,17
Karur,10.494940950452266,76.74816994691155,2018-07-15,2018,13
Nilgiris,9.741199889019123,79.47675341562179,2018-07-30,2018,13
Tirunelveli,11.364535836693786,78.9978185573482,2024-03-11,2024,17
Tiruvannamalai,11.975069982513673,80.33873216325708,2019-10-20,2019,17
Thoothukudi,10.745965039564158,79.87680787016569,2023-12-21,2023,19
Dharmapuri,11.620204042032553,77.98810758995262,2022-10-20,2022,13
Tirupathur,9.264329008844909,79.8427404651618,2025-10-01,2025,19
Chengalpattu,10.971775155436356,80.06195662124445,2024-06-14,2024,21
Dharmapuri,11.620204042032553,77.98810758995262,2023-06-17,2023,13
Pudukkottai,13.448163145399755,79.75913900405705,2024-05-01,2024,19
Virudhunagar,8.479253000752081,80.0074729531343,2020-04-08,2020,10
Tirunelveli,11.364535836693786,78.9978185573482,2020-11-21,2020,19
Sivaganga,9.82810637090627,77.21275160084942,2013-05-12,2013,6
Dharmapuri,11.620204042032553,77.98810758995262,2022-01-27,2022,13
Ramanathapuram,10.459286774629927,79.98738840538071,2025-10-21,2025,19
Kanyakumari,12.058539062877301,78.7208672049697,2020-01-01,2020,11
Tirupathur,9.264329008844909,79.8427404651618,2019-10-07,2019,12
Erode,12.22226401305712,80.06453910782892,2024-09-12,2024,17
Salem,9.25577671285841,76.59582102659637,2016-10-25,2016,10
Ariyalur,12.305881205692778,76.62231682841326,2025-05-23,2025,14
Tirupathur,9.264329008844909,79.8427404651618,2020-06-18,2020,8
Chengalpattu,10.971775155436356,80.06195662124445,2024-08-08,2024,12
Tiruvallur,12.884005519149685,79.1581674412871,2016-05-30,2016,11
Namakkal,11.88168313402467,78.21006029734804,2025-12-01,2025,14
Salem,9.25577671285841,76.59582102659637,2025-03-20,2025,15
Virudhunagar,8.479253000752081,80.0074729531343,2016-02-27,2016,7
Cuddalore,11.398891248278582,78.96890626302286,2025-07-04,2025,16
Thanjavur,9.435157103765098,78.98806423544055,2012-02-22,2012,7
Sivaganga,9.82810637090627,77.21275160084942,2025-09-04,2025,14
Virudhunagar,8.479253000752081,80.0074729531343,2019-12-18,2019,13
Chengalpattu,10.971775155436356,80.06195662124445,2012-07-30,2012,13
Nagapattinam,8.175088461543824,79.18625315713577,2025-01-10,2025,13
Madurai,10.184734806512786,77.18063412427139,2012-03-26,2012,12
Krishnagiri,8.952412058033609,79.96754407478385,2024-05-15,2024,14
Nilgiris,9.741199889019123,79.47675341562179,2018-03-24,2018,8
Virudhunagar,8.479253000752081,80.0074729531343,2024-10-12,2024,16
Dindigul,11.71587791882988,77.4615963417431,2024-03-12,2024,19
Dindigul,11.71587791882988,77.4615963417431,2025-11-11,2025,13
Tiruvannamalai,11.975069982513673,80.33873216325708,2023-10-30,2023,11
Kanyakumari,12.058539062877301,78.7208672049697,2017-10-01,2017,7
Sivaganga,9.82810637090627,77.21275160084942,2024-06-27,2024,15
Tenkasi,9.415803319809571,77.79460476523921,2022-05-10,2022,14
Erode,12.22226401305712,80.06453910782892,2019-12-10,2019,13
Mayiladuthurai,12.511186625404672,78.71974466077558,2024-07-30,2024,15
Tiruchirappalli,10.494646628898746,79.3199696545924,2024-05-04,2024,18
Nilgiris,9.741199889019123,79.47675341562179,2025-06-13,2025,17
Ranipet,10.74911792754445,77.95757451518396,2017-09-12,2017,17
Vellore,8.22596513178947,78.98801287255277,2014-05-19,2014,11
Tiruvannamalai,11.975069982513673,80.33873216325708,2017-06-10,2017,13
Tiruvarur,9.364422817745872,79.0479597862676,2023-04-09,2023,18
Kanchipuram,12.553203369050639,76.91809803087223,2023-06-16,2023,14
Tiruppur,11.298769353517763,79.21465589721967,2020-10-31,2020,17
Nilgiris,9.741199889019123,79.47675341562179,2014-03-20,2014,4
Krishnagiri,8.952412058033609,79.96754407478385,2023-01-11,2023,15
Ramanathapuram,10.459286774629927,79.98738840538071,2015-02-14,2015,7
Thanjavur,9.435157103765098,78.98806423544055,2016-07-22,2016,5
Ranipet,10.74911792754445,77.95757451518396,2019-10-07,2019,13
Sivaganga,9.82810637090627,77.21275160084942,2017-09-11,2017,9
Chengalpattu,10.971775155436356,80.06195662124445,2023-11-07,2023,16
Madurai,10.184734806512786,77.18063412427139,2018-02-17,2018,16
Tiruvannamalai,11.975069982513673,80.33873216325708,2021-08-21,2021,12
Chennai,12.978227524916026,79.78258582106868,2022-05-20,2022,12
Vellore,8.22596513178947,78.98801287255277,2025-02-02,2025,17
Madurai,10.184734806512786,77.18063412427139,2015-11-08,2015,11
Salem,9.25577671285841,76.59582102659637,2023-10-27,2023,11
Mayiladuthurai,12.511186625404672,78.71974466077558,2017-05-05,2017,13
Mayiladuthurai,12.511186625404672,78.71974466077558,2018-04-10,2018,8
Tiruvallur,12.884005519149685,79.1581674412871,2025-05-15,2025,12
Tiruchirappalli,10.494646628898746,79.3199696545924,2020-10-08,2020,10
Karur,10.494940950452266,76.74816994691155,2024-05-19,2024,19
Chennai,12.978227524916026,79.78258582106868,2025-01-11,2025,16
Krishnagiri,8.952412058033609,79.96754407478385,2022-04-14,2022,16
Thoothukudi,10.745965039564158,79.87680787016569,2016-11-14,2016,6
Dharmapuri,11.620204042032553,77.98810758995262,2015-09-08,2015,13
Dindigul,11.71587791882988,77.4615963417431,2017-07-24,2017,15
Krishnagiri,8.952412058033609,79.96754407478385,2016-08-13,2016,7
Kanyakumari,12.058539062877301,78.7208672049697,2023-02-06,2023,13
Tiruvallur,12.884005519149685,79.1581674412871,2017-10-12,2017,7
Namakkal,11.88168313402467,78.21006029734804,2013-08-30,2013,13
Chennai,12.978227524916026,79.78258582106868,2014-06-23,2014,12
Nilgiris,9.741199889019123,79.47675341562179,2019-03-13,2019,15
Ranipet,10.74911792754445,77.95757451518396,2021-05-13,2021,19
Perambalur,11.21215672280004,79.19018115232493,2017-01-14,2017,12
Thanjavur,9.435157103765098,78.98806423544055,2023-02-11,2023,14
Nagapattinam,8.175088461543824,79.18625315713577,2023-03-04,2023,15
Tiruppur,11.298769353517763,79.21465589721967,2024-12-25,2024,17
Tiruvallur,12.884005519149685,79.1581674412871,2017-07-01,2017,15
Virudhunagar,8.479253000752081,80.0074729531343,2015-05-18,2015,11
Tiruchirappalli,10.494646628898746,79.3199696545924,2025-07-24,2025,17
Kanyakumari,12.058539062877301,78.7208672049697,2023-12-19,2023,14
Tiruvannamalai,11.975069982513673,80.33873216325708,2023-11-03,2023,10
Ranipet,10.74911792754445,77.95757451518396,2018-08-02,2018,6
Erode,12.22226401305712,80.06453910782892,2021-06-18,2021,15
Salem,9.25577671285841,76.59582102659637,2012-07-02,2012,8
Tiruppur,11.298769353517763,79.21465589721967,2020-12-28,2020,12
Tenkasi,9.415803319809571,77.79460476523921,2025-08-15,2025,19
Tirupathur,9.264329008844909,79.8427404651618,2014-07-08,2014,12
Dindigul,11.71587791882988,77.4615963417431,2024-12-23,2024,20
Karur,10.494940950452266,76.74816994691155,2021-01-14,2021,15
Tiruvannamalai,11.975069982513673,80.33873216325708,2016-03-23,2016,15
Tirunelveli,11.364535836693786,78.9978185573482,2017-01-17,2017,5
Sivaganga,9.82810637090627,77.21275160084942,2020-04-20,2020,16
Ranipet,10.74911792754445,77.95757451518396,2020-10-12,2020,15
Salem,9.25577671285841,76.59582102659637,2019-02-10,2019,10
Dharmapuri,11.620204042032553,77.98810758995262,2018-09-13,2018,17
Salem,9.25577671285841,76.59582102659637,2020-01-03,2020,13
Viluppuram,12.485439055348948,78.36255300160714,2014-09-08,2014,11
Salem,9.25577671285841,76.59582102659637,2022-07-13,2022,17
Mayiladuthurai,12.511186625404672,78.71974466077558,2022-04-14,2022,20
Chennai,12.978227524916026,79.78258582106868,2019-09-01,2019,8
Sivaganga,9.82810637090627,77.21275160084942,2016-12-21,2016,9
Coimbatore,13.19639313368383,78.14988766209166,2025-02-09,2025,15
Vellore,8.22596513178947,78.98801287255277,2011-08-06,2011,7
Tiruppur,11.298769353517763,79.21465589721967,2019-06-18,2019,10
Nagapattinam,8.175088461543824,79.18625315713577,2015-11-24,2015,13
Cuddalore,11.398891248278582,78.96890626302286,2020-06-24,2020,14
Ramanathapuram,10.459286774629927,79.98738840538071,2019-01-26,2019,5
Dharmapuri,11.620204042032553,77.98810758995262,2016-05-09,2016,6
Cuddalore,11.398891248278582,78.96890626302286,2025-11-09,2025,12
Tirupathur,9.264329008844909,79.8427404651618,2014-07-11,2014,7
Tirunelveli,11.364535836693786,78.9978185573482,2013-09-04,2013,15
Kallakurichi,10.947006157151062,79.95492868203901,2018-01-29,2018,7
Coimbatore,13.19639313368383,78.14988766209166,2013-06-14,2013,12
Viluppuram,12.485439055348948,78.36255300160714,2020-09-11,2020,9
Tenkasi,9.415803319809571,77.79460476523921,2024-01-17,2024,16
Tiruchirappalli,10.494646628898746,79.3199696545924,2024-02-24,2024,18
Tirunelveli,11.364535836693786,78.9978185573482,2025-01-21,2025,14
Viluppuram,12.485439055348948,78.36255300160714,2024-10-30,2024,15
Coimbatore,13.19639313368383,78.14988766209166,2021-09-22,2021,16
Tiruppur,11.298769353517763,79.21465589721967,2018-04-12,2018,9
Karur,10.494940950452266,76.74816994691155,2015-08-15,2015,9
Tiruvarur,9.364422817745872,79.0479597862676,2020-07-27,2020,12
Thanjavur,9.435157103765098,78.98806423544055,2021-04-25,2021,19
Tiruchirappalli,10.494646628898746,79.3199696545924,2025-10-31,2025,16
Sivaganga,9.82810637090627,77.21275160084942,2016-11-17,2016,15
Tiruvannamalai,11.975069982513673,80.33873216325708,2016-01-11,2016,9
Dindigul,11.71587791882988,77.4615963417431,2017-07-07,2017,15
Ramanathapuram,10.459286774629927,79.98738840538071,2018-09-10,2018,11
Karur,10.494940950452266,76.74816994691155,2021-05-26,2021,15
Kallakurichi,10.947006157151062,79.95492868203901,2025-12-14,2025,20
Chengalpattu,10.971775155436356,80.06195662124445,2024-07-06,2024,8
Salem,9.25577671285841,76.59582102659637,2021-11-15,2021,8
Chengalpattu,10.971775155436356,80.06195662124445,2013-04-02,2013,12
Dharmapuri,11.620204042032553,77.98810758995262,2018-06-21,2018,8
Kallakurichi,10.947006157151062,79.95492868203901,2015-11-04,2015,8
Viluppuram,12.485439055348948,78.36255300160714,2011-03-05,2011,4
Mayiladuthurai,12.511186625404672,78.71974466077558,2022-07-29,2022,12
Tirunelveli,11.364535836693786,78.9978185573482,2013-12-17,2013,3
Tiruvallur,12.884005519149685,79.1581674412871,2020-08-26,2020,15
Madurai,10.184734806512786,77.18063412427139,2025-12-30,2025,16
Madurai,10.184734806512786,77.18063412427139,2022-05-09,2022,14
Perambalur,11.21215672280004,79.19018115232493,2025-06-02,2025,12
Cuddalore,11.398891248278582,78.96890626302286,2023-09-25,2023,15
Mayiladuthurai,12.511186625404672,78.71974466077558,2018-03-31,2018,14
Madurai,10.184734806512786,77.18063412427139,2025-05-01,2025,11
Krishnagiri,8.952412058033609,79.96754407478385,2025-01-07,2025,19
Tirupathur,9.264329008844909,79.8427404651618,2023-02-25,2023,15
Tiruvallur,12.884005519149685,79.1581674412871,2021-06-15,2021,16
Nilgiris,9.741199889019123,79.47675341562179,2023-05-11,2023,15
Tiruppur,11.298769353517763,79.21465589721967,2016-03-11,2016,9
Sivaganga,9.82810637090627,77.21275160084942,2016-05-30,2016,11
Thoothukudi,10.745965039564158,79.87680787016569,2014-06-06,2014,6
Chennai,12.978227524916026,79.78258582106868,2024-07-11,2024,19
Virudhunagar,8.479253000752081,80.0074729531343,2015-06-09,2015,16
Virudhunagar,8.479253000752081,80.0074729531343,2024-06-30,2024,11
Coimbatore,13.19639313368383,78.14988766209166,2025-08-08,2025,12
Salem,9.25577671285841,76.59582102659637,2015-02-05,2015,15
Namakkal,11.88168313402467,78.21006029734804,2025-12-15,2025,11
Nilgiris,9.741199889019123,79.47675341562179,2020-02-13,2020,13
Tiruvallur,12.884005519149685,79.1581674412871,2023-07-17,2023,18
Pudukkottai,13.448163145399755,79.75913900405705,2017-07-19,2017,9
Salem,9.25577671285841,76.59582102659637,2023-02-11,2023,15
Salem,9.25577671285841,76.59582102659637,2025-06-10,2025,14
Virudhunagar,8.479253000752081,80.0074729531343,2023-05-04,2023,12
Cuddalore,11.398891248278582,78.96890626302286,2015-01-23,2015,12
Ariyalur,12.305881205692778,76.62231682841326,2019-02-06,2019,17
Tiruvannamalai,11.975069982513673,80.33873216325708,2020-08-18,2020,12
Salem,9.25577671285841,76.59582102659637,2021-01-16,2021,10
Salem,9.25577671285841,76.59582102659637,2015-04-12,2015,11
Tiruvarur,9.364422817745872,79.0479597862676,2020-04-06,2020,9
Theni,11.028664171009837,79.84010167865944,2025-09-15,2025,16
Mayiladuthurai,12.511186625404672,78.71974466077558,2017-06-04,2017,10
Ariyalur,12.305881205692778,76.62231682841326,2021-09-13,2021,17
Thanjavur,9.435157103765098,78.98806423544055,2015-05-16,2015,15
Chennai,12.978227524916026,79.78258582106868,2019-06-25,2019,5
Tirunelveli,11.364535836693786,78.9978185573482,2020-01-05,2020,16
Coimbatore,13.19639313368383,78.14988766209166,2019-02-06,2019,15
Kanchipuram,12.553203369050639,76.91809803087223,2017-11-16,2017,12
Tiruvallur,12.884005519149685,79.1581674412871,2023-10-31,2023,13
Krishnagiri,8.952412058033609,79.96754407478385,2013-01-02,2013,7
Tenkasi,9.415803319809571,77.79460476523921,2020-02-19,2020,16
Viluppuram,12.485439055348948,78.36255300160714,2025-04-12,2025,15
Tirupathur,9.264329008844909,79.8427404651618,2021-08-25,2021,14
Krishnagiri,8.952412058033609,79.96754407478385,2021-08-01,2021,15
Tenkasi,9.415803319809571,77.79460476523921,2019-02-06,2019,9
Virudhunagar,8.479253000752081,80.0074729531343,2020-09-21,2020,14
Salem,9.25577671285841,76.59582102659637,2018-05-19,2018,15
Perambalur,11.21215672280004,79.19018115232493,2012-08-06,2012,9
Kallakurichi,10.947006157151062,79.95492868203901,2022-03-06,2022,19
Namakkal,11.88168313402467,78.21006029734804,2025-08-30,2025,16
Ranipet,10.74911792754445,77.95757451518396,2023-08-27,2023,18
Namakkal,11.88168313402467,78.21006029734804,2021-07-28,2021,8
Karur,10.494940950452266,76.74816994691155,2025-02-10,2025,18
Pudukkottai,13.448163145399755,79.75913900405705,2011-07-17,2011,2
Dharmapuri,11.620204042032553,77.98810758995262,2015-02-13,2015,14
Dharmapuri,11.620204042032553,77.98810758995262,2015-11-01,2015,7
Ranipet,10.74911792754445,77.95757451518396,2021-11-19,2021,9
Tirunelveli,11.364535836693786,78.9978185573482,2018-02-27,2018,8
Tenkasi,9.415803319809571,77.79460476523921,2018-04-04,2018,9
Vellore,8.22596513178947,78.98801287255277,2020-05-26,2020,17
Madurai,10.184734806512786,77.18063412427139,2016-05-26,2016,11
Tirupathur,9.264329008844909,79.8427404651618,2011-12-09,2011,10
Thanjavur,9.435157103765098,78.98806423544055,2023-01-13,2023,9
Tirunelveli,11.364535836693786,78.9978185573482,2020-07-29,2020,16
Tirunelveli,11.364535836693786,78.9978185573482,2025-05-23,2025,14
Kanchipuram,12.553203369050639,76.91809803087223,2024-12-22,2024,11
Tirunelveli,11.364535836693786,78.9978185573482,2014-06-19,2014,5
Karur,10.494940950452266,76.74816994691155,2022-12-05,2022,19
Cuddalore,11.398891248278582,78.96890626302286,2021-01-14,2021,12
Tiruchirappalli,10.494646628898746,79.3199696545924,2019-02-28,2019,7
Tiruvallur,12.884005519149685,79.1581674412871,2025-11-27,2025,15
Thoothukudi,10.745965039564158,79.87680787016569,2016-11-10,2016,10
Perambalur,11.21215672280004,79.19018115232493,2024-10-31,2024,18
Erode,12.22226401305712,80.06453910782892,2019-01-06,2019,10
Erode,12.22226401305712,80.06453910782892,2011-04-19,2011,7
Dindigul,11.71587791882988,77.4615963417431,2024-02-03,2024,17
Ranipet,10.74911792754445,77.95757451518396,2023-03-23,2023,18
Kanyakumari,12.058539062877301,78.7208672049697,2024-05-17,2024,8
Perambalur,11.21215672280004,79.19018115232493,2023-08-30,2023,8
Pudukkottai,13.448163145399755,79.75913900405705,2022-04-20,2022,16
Tenkasi,9.415803319809571,77.79460476523921,2022-09-05,2022,8
Dindigul,11.71587791882988,77.4615963417431,2013-07-04,2013,3
Namakkal,11.88168313402467,78.21006029734804,2023-02-27,2023,11
Perambalur,11.21215672280004,79.19018115232493,2019-02-20,2019,12
Nilgiris,9.741199889019123,79.47675341562179,2025-05-11,2025,16
Kallakurichi,10.947006157151062,79.95492868203901,2018-08-26,2018,18
Chennai,12.978227524916026,79.78258582106868,2024-02-29,2024,19
Madurai,10.184734806512786,77.18063412427139,2022-08-12,2022,11
Theni,11.028664171009837,79.84010167865944,2021-07-16,2021,12
Chengalpattu,10.971775155436356,80.06195662124445,2024-02-04,2024,9
Tenkasi,9.415803319809571,77.79460476523921,2011-04-16,2011,7
Thanjavur,9.435157103765098,78.98806423544055,2012-05-17,2012,9
Tiruvannamalai,11.975069982513673,80.33873216325708,2015-02-17,2015,7
Virudhunagar,8.479253000752081,80.0074729531343,2020-12-20,2020,15
Kanchipuram,12.553203369050639,76.91809803087223,2017-10-12,2017,17
Kanyakumari,12.058539062877301,78.7208672049697,2025-02-06,2025,10
Coimbatore,13.19639313368383,78.14988766209166,2016-11-13,2016,15
Tiruvannamalai,11.975069982513673,80.33873216325708,2013-05-22,2013,6
